age,job,marital,default,housing,loan,contact,month,day_of_week,duration,campaign,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
33,3,0,0,1,1,1,5,0,94,1,0,-0.1,93.2,-42.0,4.191,5195.8
30,3,0,0,0,0,0,1,2,201,2,0,1.4,94.465,-41.8,4.864,5228.1
30,6,0,0,0,0,1,5,2,72,5,0,-0.1,93.2,-42.0,4.12,5195.8
50,10,0,0,0,0,0,5,1,2,1,0,-0.1,93.2,-42.0,4.153,5195.8
38,3,0,1,0,0,1,2,0,340,3,0,1.4,93.918,-42.7,4.96,5228.1
25,11,1,0,1,0,1,4,4,234,1,1,-1.1,94.601,-49.5,1.029,4963.6
30,1,0,0,1,0,0,0,2,51,3,0,1.1,93.994,-36.4,4.856,5191.0
45,3,0,1,1,0,1,8,4,905,1,1,-1.8,93.075,-47.1,1.479,5099.1
55,5,0,0,1,0,0,0,1,591,5,0,1.1,93.994,-36.4,4.857,5191.0
45,3,0,0,1,0,1,2,4,297,1,0,1.4,93.918,-42.7,4.959,5228.1
39,2,0,0,1,0,1,2,0,201,1,0,1.4,93.918,-42.7,4.96,5228.1
44,4,0,0,1,0,1,3,2,27,9,0,1.4,93.444,-36.1,4.964,5228.1
34,3,0,1,0,0,0,0,1,59,1,0,1.1,93.994,-36.4,4.857,5191.0
34,4,0,0,1,0,1,0,0,934,1,1,-1.8,92.893,-46.2,1.299,5099.1
63,5,0,0,1,0,1,4,2,323,1,0,-3.4,92.431,-26.9,0.74,5017.5
36,3,0,1,0,0,0,0,1,296,1,0,1.1,93.994,-36.4,4.856,5191.0
24,2,0,0,1,0,1,0,2,302,1,1,-1.8,92.893,-46.2,1.281,5099.1
24,2,1,0,1,0,0,2,0,722,3,0,1.4,93.918,-42.7,4.96,5228.1
37,3,1,0,0,0,1,2,1,338,3,0,1.4,93.918,-42.7,4.962,5228.1
52,4,2,0,0,0,1,5,0,215,1,0,-0.1,93.2,-42.0,4.191,5195.8
31,2,1,0,1,0,1,5,4,63,1,0,-0.1,93.2,-42.0,4.021,5195.8
41,2,2,0,1,0,1,7,4,498,2,3,-1.8,93.369,-34.8,0.653,5008.7
60,3,0,1,1,0,1,8,0,89,1,0,-1.8,93.075,-47.1,1.405,5099.1
35,2,1,0,1,0,1,5,4,530,1,0,-0.1,93.2,-42.0,4.021,5195.8
50,2,1,0,1,0,0,0,1,169,1,0,1.1,93.994,-36.4,4.856,5191.0
50,2,0,0,1,1,1,5,4,189,2,1,-0.1,93.2,-42.0,4.021,5195.8
45,3,0,0,1,0,0,0,3,276,3,0,1.1,93.994,-36.4,4.86,5191.0
33,4,1,0,0,0,1,9,2,425,1,0,-1.1,94.199,-37.5,0.886,4963.6
42,6,0,0,0,0,1,5,3,110,2,0,-0.1,93.2,-42.0,4.076,5195.8
77,5,0,0,0,1,1,4,0,348,1,0,-3.4,92.431,-26.9,0.743,5017.5
32,2,0,0,1,0,0,0,4,83,2,0,1.1,93.994,-36.4,4.855,5191.0
43,1,1,1,1,0,0,0,2,902,5,0,1.1,93.994,-36.4,4.859,5191.0
57,5,0,0,1,0,1,3,0,349,1,0,-2.9,92.201,-31.4,0.843,5076.2
47,2,0,1,0,1,0,2,3,225,5,0,1.4,93.918,-42.7,4.968,5228.1
44,10,0,0,1,0,1,5,2,676,2,0,-0.1,93.2,-42.0,4.12,5195.8
51,10,0,1,0,0,1,0,0,295,1,1,-1.8,92.893,-46.2,1.299,5099.1
28,1,1,0,1,0,1,0,0,91,6,0,-1.8,92.893,-46.2,1.244,5099.1
36,2,0,0,1,0,1,2,2,136,13,0,1.4,93.918,-42.7,4.963,5228.1
30,3,1,0,1,0,0,0,0,251,1,0,1.1,93.994,-36.4,4.857,5191.0
30,2,0,0,1,0,0,2,2,693,2,0,1.4,93.918,-42.7,4.962,5228.1
32,2,1,0,1,0,1,5,0,92,1,1,-0.1,93.2,-42.0,4.191,5195.8
43,1,2,0,0,0,1,5,2,466,1,0,-0.1,93.2,-42.0,4.12,5195.8
40,3,1,1,0,0,0,0,3,487,4,0,1.1,93.994,-36.4,4.86,5191.0
41,6,0,1,1,0,1,0,1,527,2,0,-1.8,92.893,-46.2,1.291,5099.1
44,2,0,0,1,0,1,2,2,97,1,0,1.4,93.918,-42.7,4.962,5228.1
46,3,0,0,1,1,0,0,1,409,2,0,1.1,93.994,-36.4,4.856,5191.0
36,1,1,0,1,0,1,2,4,249,2,0,1.4,93.918,-42.7,4.963,5228.1
46,3,1,0,0,0,0,0,3,218,2,0,1.1,93.994,-36.4,4.86,5191.0
31,1,0,0,1,0,1,0,3,348,1,0,-1.8,92.893,-46.2,1.266,5099.1
56,3,0,0,1,1,1,0,2,80,2,0,-1.8,92.893,-46.2,1.281,5099.1
25,1,1,0,1,0,1,2,2,535,1,0,1.4,93.918,-42.7,4.963,5228.1
53,6,0,0,0,0,1,5,3,227,1,0,-0.1,93.2,-42.0,4.076,5195.8
49,3,0,1,0,0,0,1,0,174,2,0,1.4,94.465,-41.8,4.865,5228.1
40,6,0,0,1,0,1,5,4,7,4,0,-0.1,93.2,-42.0,4.021,5195.8
25,11,1,0,1,0,1,4,0,189,1,4,-1.1,94.601,-49.5,1.032,4963.6
40,2,2,0,0,0,1,5,1,179,1,0,-0.1,93.2,-42.0,4.153,5195.8
31,7,1,0,1,0,1,5,3,70,1,0,-0.1,93.2,-42.0,4.076,5195.8
28,1,0,0,1,0,0,4,4,186,1,1,-3.4,92.431,-26.9,0.739,5017.5
35,3,0,0,1,0,0,1,1,126,4,0,1.4,94.465,-41.8,4.864,5228.1
44,6,2,0,1,0,1,8,4,230,1,0,-1.8,93.075,-47.1,1.479,5099.1
42,2,0,0,1,0,0,1,2,300,3,0,1.4,94.465,-41.8,4.962,5228.1
41,3,0,0,0,0,0,0,1,13,1,0,1.1,93.994,-36.4,4.857,5191.0
60,5,2,0,1,0,0,1,4,98,4,0,1.4,94.465,-41.8,4.959,5228.1
29,2,1,0,1,0,1,3,3,788,3,0,1.4,93.444,-36.1,4.963,5228.1
53,0,0,0,1,0,1,1,1,245,2,0,-2.9,92.963,-40.8,1.252,5076.2
60,4,0,0,1,0,1,4,3,133,6,2,-3.4,92.431,-26.9,0.722,5017.5
45,2,2,1,1,0,0,1,1,205,1,0,1.4,94.465,-41.8,4.961,5228.1
52,10,0,0,1,1,0,8,0,67,5,0,-1.8,93.075,-47.1,1.405,5099.1
49,8,2,0,0,1,1,2,2,207,2,0,1.4,93.918,-42.7,4.963,5228.1
42,8,0,0,1,0,0,0,0,1002,5,0,1.1,93.994,-36.4,4.857,5191.0
45,3,0,1,1,0,1,8,1,72,4,0,-1.8,93.075,-47.1,1.423,5099.1
42,2,1,0,0,1,1,2,4,295,1,0,1.4,93.918,-42.7,4.962,5228.1
28,6,0,0,0,0,0,0,1,371,2,0,1.1,93.994,-36.4,4.857,5191.0
33,3,0,0,0,0,1,8,0,87,2,2,-1.8,93.075,-47.1,1.405,5099.1
38,2,0,0,1,0,1,2,2,87,3,0,1.4,93.918,-42.7,4.963,5228.1
46,4,0,0,1,0,1,3,3,13,14,0,1.4,93.444,-36.1,4.962,5228.1
54,2,0,1,1,0,0,1,0,490,12,0,1.4,94.465,-41.8,4.865,5228.1
45,4,2,0,0,0,1,3,3,76,1,0,1.4,93.444,-36.1,4.962,5228.1
38,2,0,0,1,0,0,1,3,117,2,0,1.4,94.465,-41.8,4.961,5228.1
24,4,1,0,0,0,0,0,1,421,2,0,1.1,93.994,-36.4,4.857,5191.0
31,4,0,0,1,0,1,3,3,214,1,0,1.4,93.444,-36.1,4.964,5228.1
29,4,0,0,1,0,0,0,0,124,42,0,1.1,93.994,-36.4,4.858,5191.0
38,0,2,0,1,0,1,0,2,213,1,0,-1.8,92.893,-46.2,1.281,5099.1
31,4,1,1,0,1,0,1,3,127,1,0,1.4,94.465,-41.8,4.961,5228.1
35,2,0,0,1,1,0,0,0,67,1,0,1.1,93.994,-36.4,4.858,5191.0
54,3,0,1,1,1,1,3,4,150,1,0,1.4,93.444,-36.1,4.964,5228.1
36,1,0,1,0,0,0,0,1,318,3,0,1.1,93.994,-36.4,4.857,5191.0
44,1,0,0,0,0,1,5,2,37,1,1,-0.1,93.2,-42.0,4.12,5195.8
53,3,0,0,1,0,1,3,3,195,1,0,1.4,93.444,-36.1,4.963,5228.1
35,4,0,0,0,0,1,2,4,642,1,0,1.4,93.918,-42.7,4.957,5228.1
27,2,1,0,1,1,1,2,1,520,3,0,1.4,93.918,-42.7,4.962,5228.1
32,10,0,1,0,0,0,1,2,850,8,0,1.4,94.465,-41.8,4.959,5228.1
49,1,0,1,0,0,0,1,3,128,1,0,1.4,94.465,-41.8,4.958,5228.1
53,3,0,0,1,1,1,8,0,208,2,0,-1.8,93.075,-47.1,1.405,5099.1
24,4,1,1,1,1,0,0,4,447,1,0,1.1,93.994,-36.4,4.864,5191.0
31,2,2,0,0,0,1,2,3,128,6,0,1.4,93.918,-42.7,4.963,5228.1
44,2,0,0,0,0,1,3,0,56,5,0,1.4,93.444,-36.1,4.965,5228.1
28,3,0,1,0,1,1,2,2,98,2,0,1.4,93.918,-42.7,4.962,5228.1
49,4,2,0,0,0,1,2,3,124,1,0,1.4,93.918,-42.7,4.958,5228.1
54,2,0,0,0,1,1,2,4,84,5,2,-1.7,94.215,-40.3,0.861,4991.6
31,2,0,0,1,0,1,9,4,232,2,1,-1.1,94.199,-37.5,0.879,4963.6
45,3,1,0,0,0,0,0,1,643,2,0,1.1,93.994,-36.4,4.857,5191.0
45,4,1,0,0,0,1,3,3,545,3,0,1.4,93.444,-36.1,4.963,5228.1
37,2,0,0,1,0,1,0,4,22,6,0,-1.8,92.893,-46.2,1.25,5099.1
47,3,1,0,1,0,0,0,3,54,1,0,1.1,93.994,-36.4,4.86,5191.0
47,3,0,1,1,0,0,0,2,131,1,0,1.1,93.994,-36.4,4.856,5191.0
52,2,2,0,1,0,0,0,0,54,2,1,-1.8,92.893,-46.2,1.244,5099.1
54,4,1,0,0,0,0,1,0,186,3,0,1.4,94.465,-41.8,4.961,5228.1
47,3,0,1,1,0,0,0,3,221,4,0,1.1,93.994,-36.4,4.86,5191.0
26,3,1,0,0,0,1,0,3,294,2,0,-1.8,92.893,-46.2,1.266,5099.1
37,4,0,0,1,0,1,3,0,121,2,0,1.4,93.444,-36.1,4.965,5228.1
38,3,0,1,0,0,1,2,0,90,3,0,1.4,93.918,-42.7,4.962,5228.1
52,4,0,0,1,1,0,1,3,138,3,0,1.4,94.465,-41.8,4.955,5228.1
54,4,0,0,0,0,1,9,0,99,1,0,-3.4,92.379,-29.8,0.797,5017.5
43,4,0,0,1,0,0,0,1,324,2,0,1.1,93.994,-36.4,4.856,5191.0
59,6,0,0,0,0,1,3,0,163,2,0,1.4,93.444,-36.1,4.965,5228.1
51,7,0,0,0,0,0,0,1,171,3,0,1.1,93.994,-36.4,4.857,5191.0
29,3,0,1,0,1,0,1,4,55,5,0,1.4,94.465,-41.8,4.959,5228.1
34,2,1,0,1,0,0,0,1,40,3,0,1.1,93.994,-36.4,4.857,5191.0
37,11,1,0,1,0,1,2,1,661,2,0,1.4,93.918,-42.7,4.961,5228.1
38,2,1,0,0,0,1,0,0,22,3,0,-1.8,92.893,-46.2,1.244,5099.1
55,8,0,1,1,1,0,1,3,278,1,0,1.4,94.465,-41.8,4.958,5228.1
56,1,0,0,1,1,1,8,0,15,1,0,-1.8,93.075,-47.1,1.405,5099.1
42,3,0,0,1,0,1,2,2,72,1,0,-2.9,92.469,-33.6,1.029,5076.2
34,2,0,0,0,0,0,0,2,149,4,0,-1.8,92.893,-46.2,1.334,5099.1
81,5,0,0,0,0,1,3,3,189,2,1,-2.9,92.201,-31.4,0.873,5076.2
44,4,2,0,0,0,1,3,2,157,2,0,1.4,93.444,-36.1,4.964,5228.1
25,4,0,0,2,2,0,2,2,446,1,0,1.4,93.918,-42.7,4.962,5228.1
30,2,0,0,0,0,1,5,3,361,2,1,-0.1,93.2,-42.0,4.076,5195.8
29,8,1,0,1,0,1,0,2,774,2,1,-1.8,92.893,-46.2,1.281,5099.1
47,1,0,0,1,0,1,5,2,311,1,0,-0.1,93.2,-42.0,4.12,5195.8
37,4,1,0,1,0,1,3,1,481,2,4,-1.7,94.027,-38.3,0.899,4991.6
50,2,1,0,2,2,1,1,2,699,1,1,-2.9,92.963,-40.8,1.26,5076.2
31,2,1,0,1,0,1,0,2,850,1,0,-1.8,92.893,-46.2,1.281,5099.1
35,2,0,0,1,0,1,8,0,176,1,0,-1.8,93.749,-34.6,0.642,5008.7
29,2,0,0,1,0,1,5,4,140,1,0,-0.1,93.2,-42.0,4.021,5195.8
53,8,0,0,0,1,0,0,1,202,1,0,1.1,93.994,-36.4,4.857,5191.0
29,2,1,1,0,0,0,1,0,1298,2,0,1.4,94.465,-41.8,4.96,5228.1
45,3,0,1,0,0,0,0,1,253,1,0,1.1,93.994,-36.4,4.856,5191.0
39,6,0,0,1,0,0,5,2,204,1,0,-0.1,93.2,-42.0,4.663,5195.8
41,7,2,1,1,0,1,3,3,122,1,0,1.4,93.444,-36.1,4.968,5228.1
55,2,0,0,0,0,1,8,4,198,1,0,-1.8,93.075,-47.1,1.405,5099.1
41,4,1,0,1,0,0,0,1,122,1,0,1.1,93.994,-36.4,4.856,5191.0
30,1,0,0,0,0,1,5,3,186,1,0,-0.1,93.2,-42.0,4.076,5195.8
50,3,2,0,1,0,1,5,4,102,1,0,-0.1,93.2,-42.0,4.021,5195.8
37,6,0,0,0,0,0,1,1,303,1,0,1.4,94.465,-41.8,4.864,5228.1
41,8,0,0,0,0,1,3,0,247,2,0,1.4,93.444,-36.1,4.965,5228.1
35,2,0,0,0,0,1,2,4,213,2,0,1.4,93.918,-42.7,4.963,5228.1
58,4,0,0,0,0,1,3,1,704,2,0,-2.9,92.201,-31.4,0.883,5076.2
34,2,1,0,0,0,1,5,0,303,1,1,-0.1,93.2,-42.0,4.191,5195.8
48,3,0,0,1,0,0,0,2,158,2,0,1.1,93.994,-36.4,4.859,5191.0
30,4,1,0,2,2,0,1,3,67,1,0,1.4,94.465,-41.8,4.866,5228.1
70,5,2,0,0,0,1,2,3,390,2,2,-1.7,94.215,-40.3,0.846,4991.6
63,4,0,0,1,0,1,3,1,279,1,1,-2.9,92.201,-31.4,0.838,5076.2
53,7,0,0,1,0,1,5,2,248,2,0,-0.1,93.2,-42.0,4.12,5195.8
51,3,0,1,1,0,0,0,0,792,4,0,1.1,93.994,-36.4,4.858,5191.0
33,6,1,0,0,0,1,5,3,2420,3,0,-0.1,93.2,-42.0,4.076,5195.8
54,10,0,0,1,1,1,8,4,52,1,0,-1.8,93.075,-47.1,1.405,5099.1
39,3,0,0,0,0,0,1,3,31,5,0,1.4,94.465,-41.8,4.866,5228.1
27,1,1,0,0,1,0,9,0,35,1,0,-1.1,94.199,-37.5,0.882,4963.6
43,4,0,0,0,0,1,5,3,75,3,0,-0.1,93.2,-42.0,4.076,5195.8
36,2,0,1,1,0,1,3,3,165,3,0,1.4,93.444,-36.1,4.968,5228.1
42,4,0,0,0,0,0,1,4,100,2,0,1.4,94.465,-41.8,4.967,5228.1
41,3,0,1,1,0,0,1,4,326,1,0,1.4,94.465,-41.8,4.967,5228.1
39,4,0,0,0,0,1,8,1,88,3,0,-1.8,93.075,-47.1,1.453,5099.1
51,7,0,0,0,0,1,0,0,14,5,1,-1.8,92.893,-46.2,1.354,5099.1
32,1,0,0,1,0,1,5,2,186,1,0,-0.1,93.2,-42.0,4.12,5195.8
47,1,0,0,1,0,1,5,1,103,1,1,-0.1,93.2,-42.0,4.153,5195.8
39,3,0,0,1,1,0,2,4,99,5,0,1.4,93.918,-42.7,4.957,5228.1
52,3,0,0,1,0,1,3,0,551,1,0,1.4,93.444,-36.1,4.97,5228.1
38,1,0,1,1,0,0,1,0,25,7,0,1.4,94.465,-41.8,4.865,5228.1
56,6,0,1,0,1,0,0,1,92,2,0,1.1,93.994,-36.4,4.857,5191.0
33,1,0,0,1,0,1,3,3,51,5,0,1.4,93.444,-36.1,4.962,5228.1
52,2,2,0,0,0,1,3,0,91,2,0,1.4,93.444,-36.1,4.963,5228.1
27,3,1,0,2,2,1,2,0,182,3,0,1.4,93.918,-42.7,4.962,5228.1
53,7,0,0,2,2,1,5,0,126,1,0,-0.1,93.2,-42.0,4.191,5195.8
51,3,0,0,1,0,1,3,2,237,1,4,-1.7,94.027,-38.3,0.903,4991.6
52,3,0,1,1,1,0,0,2,833,1,0,1.1,93.994,-36.4,4.859,5191.0
55,3,0,1,0,0,0,0,2,1581,2,0,1.1,93.994,-36.4,4.856,5191.0
36,4,0,0,0,0,0,0,1,150,1,0,1.1,93.994,-36.4,4.856,5191.0
21,2,1,0,0,0,1,8,3,264,1,0,-1.8,93.075,-47.1,1.365,5099.1
46,0,0,0,0,1,1,3,2,10,14,0,1.4,93.444,-36.1,4.964,5228.1
34,3,0,1,0,1,1,8,0,49,5,1,-1.8,93.075,-47.1,1.405,5099.1
33,4,1,0,0,0,1,5,0,69,1,0,-0.1,93.2,-42.0,4.191,5195.8
22,3,0,0,1,0,1,2,4,143,5,0,1.4,93.918,-42.7,4.963,5228.1
42,4,0,1,0,0,1,2,2,252,2,0,1.4,93.918,-42.7,4.957,5228.1
33,2,0,0,1,0,1,5,4,482,1,1,-1.1,94.767,-50.8,1.049,4963.6
35,1,2,0,1,1,1,5,1,62,6,0,-0.1,93.2,-42.0,4.153,5195.8
38,2,0,0,2,2,1,5,3,309,1,0,-0.1,93.2,-42.0,4.076,5195.8
48,10,0,0,1,0,0,0,0,76,2,0,1.1,93.994,-36.4,4.857,5191.0
39,1,2,0,0,0,1,0,3,186,1,0,-1.8,92.893,-46.2,1.266,5099.1
31,4,1,0,1,0,1,3,2,72,3,0,1.4,93.444,-36.1,4.964,5228.1
74,5,0,0,1,0,1,3,0,156,1,1,-2.9,92.201,-31.4,0.861,5076.2
26,2,1,0,1,0,0,1,0,223,2,0,1.4,94.465,-41.8,4.961,5228.1
55,4,0,1,0,0,1,2,0,78,4,0,1.4,93.918,-42.7,4.96,5228.1
33,2,0,0,1,1,1,5,2,84,3,0,-0.1,93.2,-42.0,4.12,5195.8
43,7,0,0,1,0,0,0,2,585,3,0,1.1,93.994,-36.4,4.857,5191.0
26,4,1,0,1,0,1,1,2,102,1,0,-2.9,92.963,-40.8,1.26,5076.2
35,4,0,0,0,0,1,2,3,207,3,0,1.4,93.918,-42.7,4.968,5228.1
33,2,1,0,1,0,1,0,2,200,1,0,-1.8,92.893,-46.2,1.27,5099.1
37,2,0,0,1,1,1,8,3,700,5,0,-1.8,93.075,-47.1,1.41,5099.1
28,2,1,0,0,0,0,7,4,234,2,0,-1.8,92.843,-50.0,1.531,5099.1
38,11,1,0,2,2,0,1,1,23,1,0,1.4,94.465,-41.8,4.864,5228.1
37,8,0,0,1,1,1,5,0,1024,1,1,-3.4,92.649,-30.1,0.722,5017.5
48,5,2,1,1,0,1,8,0,132,3,0,-1.8,93.075,-47.1,1.405,5099.1
24,10,0,1,0,0,0,0,4,1193,2,0,1.1,93.994,-36.4,4.864,5191.0
44,3,1,0,1,0,0,2,1,1127,11,0,1.4,93.918,-42.7,4.961,5228.1
32,2,1,0,2,2,1,2,1,136,3,0,1.4,93.918,-42.7,4.961,5228.1
45,8,0,0,2,2,1,5,1,121,1,0,-0.1,93.2,-42.0,4.153,5195.8
36,4,1,0,1,0,1,3,0,62,1,1,-2.9,92.201,-31.4,0.821,5076.2
28,4,1,1,0,0,0,1,2,262,2,0,1.4,94.465,-41.8,4.962,5228.1
54,4,0,0,1,0,1,3,4,325,1,1,-2.9,92.201,-31.4,0.881,5076.2
26,1,1,0,0,0,0,0,4,211,4,0,1.1,93.994,-36.4,4.857,5191.0
32,2,2,0,0,0,1,0,4,25,1,0,-1.8,92.893,-46.2,1.25,5099.1
43,3,2,0,1,0,0,0,4,169,3,0,1.1,93.994,-36.4,4.859,5191.0
37,0,1,0,1,0,1,0,3,142,2,0,-1.8,92.893,-46.2,1.266,5099.1
34,2,1,0,1,0,1,7,1,568,1,3,-1.8,93.369,-34.8,0.652,5008.7
40,0,2,1,1,0,0,0,2,477,5,0,1.1,93.994,-36.4,4.859,5191.0
28,11,1,0,0,0,0,0,3,484,8,0,1.1,93.994,-36.4,4.86,5191.0
32,4,1,0,0,1,1,2,2,90,1,0,1.4,93.918,-42.7,4.962,5228.1
29,1,0,0,1,0,0,1,3,109,2,0,1.4,94.465,-41.8,4.958,5228.1
54,2,2,0,1,0,1,0,1,81,1,1,-1.8,92.893,-46.2,1.266,5099.1
35,2,1,0,1,0,1,0,1,301,3,1,-1.8,92.893,-46.2,1.291,5099.1
27,8,0,0,1,0,1,0,2,285,2,0,-1.8,92.893,-46.2,1.281,5099.1
48,0,0,0,1,0,1,3,1,155,1,0,1.4,93.444,-36.1,4.965,5228.1
38,10,0,0,1,0,1,5,0,63,2,0,-0.1,93.2,-42.0,4.191,5195.8
46,2,1,0,1,0,1,5,1,1166,3,1,-1.1,94.767,-50.8,1.046,4963.6
34,3,0,0,1,1,1,0,2,338,4,0,-1.8,92.893,-46.2,1.334,5099.1
80,5,2,0,0,1,1,2,3,169,2,2,-1.7,94.215,-40.3,0.899,4991.6
35,2,0,0,0,0,1,4,3,302,1,2,-3.4,92.431,-26.9,0.754,5017.5
29,2,1,0,1,0,1,5,0,183,1,0,-0.1,93.2,-42.0,4.191,5195.8
38,3,1,1,0,0,1,2,3,147,3,0,1.4,93.918,-42.7,4.962,5228.1
57,6,0,0,1,0,0,5,0,76,1,0,-0.1,93.2,-42.0,4.191,5195.8
47,6,0,0,0,1,0,1,0,74,2,0,1.4,94.465,-41.8,4.961,5228.1
47,2,0,0,0,0,1,3,2,63,3,0,1.4,93.444,-36.1,4.964,5228.1
36,4,0,0,1,0,0,1,0,302,1,0,1.4,94.465,-41.8,4.865,5228.1
62,5,0,1,1,1,1,3,3,791,2,0,-2.9,92.201,-31.4,0.873,5076.2
28,3,1,0,0,0,1,0,3,16,1,0,-1.8,92.893,-46.2,1.327,5099.1
50,0,0,0,0,0,1,3,0,119,1,0,1.4,93.444,-36.1,4.965,5228.1
32,4,1,0,0,1,1,0,4,137,2,1,-1.8,92.893,-46.2,1.25,5099.1
29,1,1,0,1,1,1,0,2,252,5,0,-1.8,92.893,-46.2,1.281,5099.1
38,4,2,1,0,0,1,3,0,125,3,0,1.4,93.444,-36.1,4.963,5228.1
38,3,0,1,1,0,1,2,2,406,4,0,1.4,93.918,-42.7,4.957,5228.1
30,6,1,0,1,0,0,2,0,90,3,0,1.4,93.918,-42.7,4.96,5228.1
36,6,0,0,0,0,1,4,0,143,2,0,-3.4,92.431,-26.9,0.739,5017.5
41,3,0,1,1,1,1,8,3,288,1,2,-1.8,93.075,-47.1,1.483,5099.1
38,3,1,0,1,0,0,0,1,174,1,0,1.1,93.994,-36.4,4.857,5191.0
44,4,0,0,1,0,0,0,0,200,3,0,1.1,93.994,-36.4,4.857,5191.0
47,3,0,0,0,0,1,1,1,544,1,0,-1.7,94.055,-39.8,0.713,4991.6
51,2,2,0,1,0,1,3,3,218,6,0,1.4,93.444,-36.1,4.968,5228.1
43,10,0,0,1,1,0,0,0,642,2,0,1.1,93.994,-36.4,4.857,5191.0
58,6,0,0,0,0,0,2,1,55,1,0,1.4,93.918,-42.7,4.955,5228.1
42,3,0,1,1,0,0,1,4,93,2,0,1.4,94.465,-41.8,4.959,5228.1
46,2,1,0,0,0,1,0,0,344,1,0,-1.8,92.893,-46.2,1.264,5099.1
39,4,0,0,0,0,0,0,1,73,5,0,1.1,93.994,-36.4,4.857,5191.0
45,2,1,0,0,0,1,0,4,582,1,1,-1.8,92.893,-46.2,1.259,5099.1
55,4,2,0,1,0,1,3,1,610,1,0,1.4,93.444,-36.1,4.965,5228.1
34,6,1,0,1,1,1,5,2,201,2,1,-0.1,93.2,-42.0,4.12,5195.8
35,6,0,0,1,0,0,4,0,309,1,0,-0.1,93.798,-40.4,5.0,5195.8
51,10,2,0,1,0,1,5,2,133,1,0,-0.1,93.2,-42.0,4.12,5195.8
32,2,1,0,0,0,1,3,0,515,3,0,1.4,93.444,-36.1,4.963,5228.1
